id,piston_velocity_phase1,metal_velocity_gate,fill_time,phase_transition_position,intensification_time_phase3,intensification_pressure,solidification_time,cycle_time,sleeve_fill_percentage,sleeve_diameter,sleeve_length,plunger_lubricant,plunger_sleeve_clearance,sleeve_temperature,plunger_temperature,blisters_post_treatment,surface_blisters,die_sticking,flow_lines,surface_streaks,cold_shut,heat_cracks,ejector_pin_marks,die_soldering,surface_oxide_inclusions,low_tensile_strength,low_elongation,low_ultimate_strength,low_fatigue_resistance,low_surface_hardness,density_deviation,incomplete_fill,flash,warpage,shrinkage_porosity,volumetric_variation,dimensional_deviation,gas_porosity,gas_bubbles,internal_shrinkage,cracks,hard_inclusions,oxide_inclusions,total_defects,has_defect
109,0.24,3.52,39.78,173.51,5.36,83.92,23.35,79.14,46.72,46.62,125.62,0.0,0.12,186.1,171.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0.22,3.6,39.47,175.35,6.76,80.78,18.43,86.61,48.29,49.87,120.31,0.0,0.1,189.51,171.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.22,3.52,30.49,171.3,6.74,95.2,33.13,89.77,44.78,47.85,128.1,0.0,0.1,199.0,175.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,1
112,0.24,3.06,32.43,170.24,4.08,112.69,18.71,62.05,44.38,45.06,123.44,0.0,0.11,189.65,172.17,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,15,1
113,0.21,3.66,30.68,174.58,6.26,91.62,15.82,79.7,46.02,48.71,125.32,0.0,0.1,184.88,167.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.2,3.68,31.61,175.68,6.92,116.51,22.36,75.51,43.42,49.16,120.48,0.0,0.11,197.63,174.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.21,3.7,34.39,173.29,6.74,93.84,20.31,85.18,47.68,49.74,126.3,0.0,0.1,183.93,160.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0.23,3.56,30.49,170.49,7.95,105.5,24.54,72.97,43.11,46.07,125.99,0.0,0.09,190.08,176.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.22,3.54,31.82,175.59,6.69,111.6,17.48,87.48,45.19,46.02,124.13,0.0,0.12,189.56,177.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.2,3.63,35.33,172.97,5.83,114.13,22.19,88.45,48.73,46.39,126.14,0.0,0.1,182.78,163.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.24,3.78,37.99,177.52,5.44,106.2,17.07,60.55,44.46,45.03,123.78,0.0,0.1,195.07,179.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0.2,3.55,37.79,177.24,5.97,84.48,24.65,88.79,45.67,49.06,121.0,0.0,0.11,191.48,163.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.21,3.59,31.22,179.48,7.16,118.85,15.43,70.99,42.58,48.68,127.39,0.0,0.09,196.06,174.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.22,3.58,37.96,176.47,5.33,108.38,22.74,89.89,40.58,46.14,121.3,0.0,0.09,184.07,161.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.25,3.68,39.44,177.54,6.47,108.54,15.73,74.7,45.6,45.83,126.44,0.0,0.09,197.17,170.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0.21,3.76,31.38,170.37,7.78,83.24,17.47,70.69,46.62,48.32,129.89,0.0,0.09,181.71,176.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.23,3.71,33.97,171.92,6.66,119.43,21.46,80.57,47.28,47.4,128.1,0.0,0.1,191.15,163.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.23,3.77,35.69,171.64,7.98,100.08,17.51,69.88,41.21,45.37,124.51,0.0,0.12,182.46,178.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.21,3.72,35.01,177.65,7.59,90.04,21.83,78.23,48.62,47.15,120.52,0.0,0.1,199.18,160.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.21,3.62,36.88,172.84,5.85,107.09,17.6,68.67,46.14,49.07,123.37,0.0,0.09,180.27,164.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.21,3.59,36.38,178.49,7.76,82.63,24.48,82.04,46.74,45.96,127.84,0.0,0.1,187.25,166.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.22,3.78,38.01,170.74,5.14,85.69,22.06,75.82,40.56,47.14,128.93,0.0,0.11,185.71,168.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.25,3.62,30.97,177.37,6.96,94.51,15.61,72.5,46.59,45.85,124.89,0.0,0.12,183.28,165.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.23,3.58,38.05,173.29,6.93,95.63,15.72,67.71,49.65,45.95,121.05,0.0,0.09,197.56,166.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.22,3.51,39.75,172.22,6.42,82.45,20.22,71.4,40.45,46.68,123.91,0.0,0.12,184.16,170.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.23,3.73,32.8,172.79,7.06,100.15,19.62,70.98,41.97,47.67,128.53,0.0,0.12,195.21,166.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.23,3.74,33.98,172.01,5.05,96.01,21.48,77.09,47.64,48.28,120.01,0.0,0.09,184.04,170.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.24,3.73,30.68,174.63,5.02,84.83,19.54,85.08,40.79,49.75,127.3,0.0,0.11,182.68,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.23,3.78,31.4,177.19,7.07,105.76,19.74,81.07,57.27,46.11,121.8,0.0,0.12,192.18,167.58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
138,0.23,3.56,35.99,177.32,6.05,98.48,18.1,81.17,44.78,46.0,127.74,0.0,0.09,183.97,169.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.2,3.79,30.53,175.81,5.89,108.8,15.45,81.69,42.68,47.94,123.77,0.0,0.09,186.63,173.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.21,3.59,38.74,176.84,5.93,119.15,21.39,61.76,47.51,47.3,120.76,0.0,0.08,199.67,166.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.24,3.64,34.24,177.03,7.73,82.52,21.88,84.76,47.55,47.54,129.77,0.0,0.1,186.99,167.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.23,3.65,36.34,179.05,7.16,85.1,17.88,86.95,43.02,46.54,126.71,0.0,0.09,192.08,172.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.24,3.65,35.0,175.78,6.23,108.57,18.22,82.42,49.26,45.64,124.45,0.0,0.08,188.81,168.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.22,3.8,34.02,170.86,7.97,103.8,23.62,80.23,43.87,48.23,124.72,0.0,0.12,199.67,164.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.22,3.75,35.33,173.97,6.92,86.37,15.11,79.14,42.21,47.19,121.35,0.0,0.08,194.4,175.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.2,3.62,34.73,177.96,6.0,109.49,18.98,55.54,45.68,47.43,117.69,0.0,0.09,195.89,172.61,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,11,1
147,0.24,3.77,32.52,173.19,6.42,94.98,23.79,71.43,41.65,45.61,127.0,0.0,0.11,181.36,178.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.24,3.79,37.88,173.77,7.52,102.64,24.68,81.16,41.99,48.22,122.07,0.0,0.12,189.03,168.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.22,3.52,35.04,175.6,5.65,95.65,18.73,60.41,47.1,45.46,125.31,0.0,0.12,191.34,176.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.24,3.55,39.7,174.69,7.15,105.83,20.19,72.15,48.04,47.99,128.66,0.0,0.11,181.1,178.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.25,3.57,34.96,173.94,5.79,84.0,15.1,88.01,42.08,48.05,128.01,0.0,0.1,180.93,174.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.21,3.58,30.99,178.22,5.51,83.5,21.16,80.77,33.77,47.04,126.03,0.0,0.11,180.01,172.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
153,0.22,3.75,36.18,170.8,7.34,111.56,22.53,80.61,40.74,47.58,120.01,0.0,0.11,199.22,178.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.23,3.7,31.26,172.38,5.23,112.84,20.75,65.57,45.96,46.06,120.77,0.0,0.09,184.76,178.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0.2,3.76,36.46,176.99,5.14,112.66,16.33,74.03,44.88,46.02,125.13,0.0,0.12,193.95,170.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.24,3.7,37.33,172.41,6.08,86.22,17.74,85.11,47.7,46.13,125.36,0.0,0.12,184.59,174.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.24,3.67,31.3,171.75,5.42,115.31,22.68,75.51,41.04,45.38,124.24,0.0,0.09,182.76,161.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.21,3.76,33.42,179.98,7.3,94.58,15.02,65.66,45.36,47.52,121.64,0.0,0.12,188.77,161.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.21,3.58,37.46,172.79,5.15,118.63,18.11,85.38,43.26,45.12,120.12,0.0,0.11,196.27,176.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.21,3.58,36.18,179.74,6.28,107.38,19.06,72.2,48.4,45.71,124.79,0.0,0.1,195.69,178.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.2,3.75,34.43,175.99,5.13,119.83,20.78,69.3,43.17,49.07,129.33,0.0,0.1,181.07,160.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.24,3.78,31.26,171.77,5.69,118.29,19.5,71.73,42.41,49.31,127.54,0.0,0.1,199.79,171.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.23,3.75,33.09,175.21,6.48,113.52,18.62,78.38,42.42,45.89,123.75,0.0,0.09,192.56,167.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.21,3.64,34.05,179.4,7.49,110.16,22.09,60.35,44.18,49.82,122.3,0.0,0.09,198.92,167.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.2,3.64,32.04,171.7,7.95,111.73,19.57,78.39,48.59,45.08,127.76,0.0,0.09,181.63,169.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.25,4.29,36.04,171.99,5.92,86.13,22.73,81.78,43.76,46.97,122.08,0.0,0.12,182.72,177.9,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,11,1
167,0.25,3.66,33.1,173.42,5.59,105.09,15.29,80.62,48.97,48.26,128.42,0.0,0.08,194.69,175.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.23,3.72,37.52,170.09,6.96,105.23,20.18,71.38,47.97,46.72,122.3,0.0,0.09,188.79,164.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0.24,3.73,36.33,170.04,6.55,103.81,24.61,79.51,45.75,47.71,121.03,0.0,0.1,182.69,161.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.23,3.56,31.64,178.76,6.38,99.42,17.7,70.31,42.4,48.48,125.59,0.0,0.12,190.69,169.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.24,3.58,39.21,177.31,5.08,98.39,19.82,70.51,49.21,48.72,122.82,0.0,0.11,189.34,167.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.25,3.75,39.64,173.6,6.99,86.72,23.17,64.84,43.26,47.45,125.95,0.0,0.1,182.04,168.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.22,3.79,38.37,179.06,7.06,104.48,17.59,77.22,46.93,45.57,125.69,0.0,0.09,184.6,179.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.24,3.55,39.48,172.19,5.98,110.25,18.94,78.25,44.45,48.71,122.28,0.0,0.08,186.0,169.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0.22,3.57,34.65,176.59,5.44,94.11,17.5,80.45,40.9,48.42,124.08,0.0,0.08,189.18,166.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.24,3.6,35.4,172.07,5.75,85.79,19.38,81.6,48.79,47.72,126.52,0.0,0.09,184.04,167.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0.23,3.73,36.11,174.23,6.67,96.99,17.95,67.92,45.65,49.25,120.36,0.0,0.09,180.28,166.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0.23,3.62,38.54,170.61,6.6,109.72,22.04,60.51,42.26,49.3,122.6,0.0,0.1,199.76,171.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.24,3.59,35.86,179.57,5.84,106.52,21.63,73.58,44.9,47.28,125.21,0.0,0.09,195.89,173.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0.25,3.76,31.22,172.24,5.37,94.14,16.24,79.6,47.17,45.8,126.22,0.0,0.08,188.69,165.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.2,3.56,30.81,177.27,5.17,96.2,23.73,76.72,45.77,45.48,122.89,0.0,0.09,189.91,174.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0.23,3.66,38.45,171.7,7.18,110.24,15.32,65.4,48.53,45.88,125.24,0.0,0.1,190.62,162.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.22,3.74,37.11,179.89,7.47,82.96,23.51,68.86,40.67,46.74,116.49,0.0,0.09,180.31,175.47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1
184,0.21,3.67,34.06,173.35,5.88,108.73,23.94,77.89,46.52,48.44,125.01,0.0,0.1,198.36,178.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.22,3.56,39.63,175.99,7.91,109.4,24.77,75.27,41.38,48.72,127.35,0.0,0.11,185.63,170.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0.24,3.66,39.6,171.87,6.93,86.88,20.16,89.14,41.42,49.12,120.12,0.0,0.11,194.84,175.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.2,3.76,35.53,172.19,7.03,93.29,16.76,63.51,40.43,48.33,129.45,0.0,0.12,197.86,164.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.2,3.79,39.01,179.5,8.0,93.99,16.58,62.33,44.98,46.61,129.35,0.0,0.12,196.2,178.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0.24,3.73,39.05,174.09,7.86,114.62,17.97,64.78,44.35,47.01,125.76,0.0,0.1,195.0,170.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0.24,3.52,37.06,171.88,6.07,97.87,21.49,88.78,47.13,49.04,128.49,0.0,0.1,185.48,172.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.24,3.67,39.27,175.95,6.21,80.63,22.14,83.12,45.59,48.3,127.88,0.0,0.09,188.39,177.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0.23,3.5,35.18,172.71,7.92,107.04,24.79,66.49,47.63,47.84,125.15,0.0,0.08,181.6,176.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.23,3.66,38.79,175.0,6.1,89.97,17.99,70.7,46.8,46.24,124.9,0.0,0.11,189.42,160.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.2,3.6,31.43,175.64,5.3,87.3,20.01,84.68,44.5,45.84,128.89,0.0,0.1,194.94,160.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0.25,3.73,38.09,176.22,6.81,111.94,18.09,89.22,43.21,46.95,125.57,0.0,0.08,199.5,176.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0.21,3.51,38.99,177.58,7.62,95.95,21.99,76.39,48.41,47.22,126.14,0.0,0.08,199.63,178.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0.21,3.58,35.09,172.29,7.88,113.02,22.64,69.36,45.96,49.91,126.22,0.0,0.09,187.81,167.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0.22,3.76,34.98,172.53,7.38,97.74,16.45,89.95,40.27,48.55,128.48,0.0,0.09,183.15,168.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.24,3.51,38.92,179.98,5.02,93.95,15.19,87.36,43.78,48.41,128.06,0.0,0.12,197.94,163.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0.22,3.69,31.64,172.82,7.86,87.24,20.41,63.01,40.13,49.44,123.8,0.0,0.1,196.69,163.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.24,3.68,30.25,171.76,5.39,101.68,23.47,72.18,46.86,46.03,125.87,0.0,0.09,182.77,172.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0.21,3.65,33.45,172.11,6.92,119.63,15.23,78.64,46.49,47.93,120.8,0.0,0.08,198.31,162.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0.24,3.66,34.66,173.61,5.5,82.41,20.88,65.95,44.74,49.33,123.86,0.0,0.08,192.55,163.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.25,3.62,38.16,173.87,6.82,112.62,23.61,80.69,47.35,47.55,122.53,0.0,0.08,191.9,169.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.24,3.52,33.27,177.63,5.6,102.7,18.06,76.22,43.51,46.82,128.82,0.0,0.09,194.98,162.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0.2,3.65,30.1,171.6,5.71,111.19,23.3,65.68,47.64,45.04,128.66,0.0,0.1,191.99,165.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0.21,3.59,32.96,176.73,5.58,95.86,23.01,76.16,40.83,48.95,127.52,0.0,0.08,192.18,171.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.25,3.57,38.14,173.44,5.46,111.61,16.05,61.52,46.43,48.41,124.07,0.0,0.09,192.02,179.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0.24,3.68,37.41,175.93,5.64,117.63,20.74,69.19,48.72,47.42,124.62,0.0,0.1,181.76,162.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0.25,3.75,38.96,170.61,7.62,112.22,18.97,85.82,43.74,48.48,125.69,0.0,0.1,190.93,162.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.22,3.74,39.32,176.29,7.04,115.07,19.54,81.22,45.78,48.48,128.82,0.0,0.11,182.55,178.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0.25,3.65,35.07,170.65,7.8,92.08,21.83,63.01,47.75,47.41,127.09,0.0,0.09,190.8,171.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0.22,3.67,36.53,170.5,7.89,111.27,23.29,66.09,43.82,47.58,122.39,0.0,0.11,191.27,179.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.23,3.64,38.69,174.05,5.05,83.18,20.1,76.81,43.34,49.44,124.2,0.0,0.1,183.43,167.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0.22,3.75,33.04,175.56,6.25,99.39,21.52,66.68,42.02,48.2,126.71,0.0,0.11,182.34,175.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0.2,3.58,38.3,173.96,5.09,86.68,24.54,82.39,43.98,47.86,126.16,0.0,0.1,185.69,165.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0.28,3.64,43.58,172.58,6.24,113.19,17.59,88.39,48.25,47.83,121.72,0.0,0.09,181.81,171.19,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,1
218,0.24,3.66,30.0,173.56,6.44,85.27,15.76,78.17,47.12,46.09,124.07,0.0,0.12,186.88,172.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0.2,3.63,34.27,171.86,7.35,85.17,24.15,77.63,40.28,49.81,123.08,0.0,0.1,185.69,174.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
